salario,gasto_mensal,genero,filhos,escolaridade,imovel,empreendedor,perfil
11724,7669,m,2,Pós graduado,Não,Não,Moderado
1518,1317,f,2,Superior Incompleto,Não,Não,Não Investidor
17264,7979,f,2,Pós graduado,SIM,Não,Agressivo
8847,7234,m,1,Pós graduado,SIM,Não,Moderado
4237,3393,n,2,Superior Incompleto,SIM,Não,Não Investidor
13601,11386,f,2,Superior Incompleto,Não,Não,Moderado
1095,1046,n,5,Superior Incompleto,Não,Não,Conservador
9338,9210,m,1,Superior Completo,Não,SIM,Moderado
21892,21621,m,5,Médio Completo,SIM,Não,Conservador
12100,10504,m,1,Pós graduado,SIM,SIM,Moderado
4453,3395,m,4,Médio Completo,SIM,SIM,Não Investidor
7322,6500,m,5,Médio Completo,SIM,Não,Conservador
15578,13444,f,1,Pós graduado,Não,Não,Moderado
2923,2104,m,3,Médio Incompleto,SIM,Não,Não Investidor
8780,5331,m,1,Superior Incompleto,SIM,SIM,Moderado
14429,13446,f,1,Pós graduado,SIM,SIM,Moderado
2016,1586,m,5,Fundamental Incompleto,SIM,SIM,Não Investidor
10345,9827,f,2,Superior Completo,Não,Não,Moderado
11053,8106,n,2,Superior Incompleto,SIM,SIM,Moderado
3436,2036,n,4,Superior Incompleto,SIM,Não,Não Investidor
24451,8484,f,0,Superior Completo,SIM,Não,Agressivo
15629,8640,f,1,Pós graduado,Não,Não,Moderado
3749,1464,f,3,Superior Incompleto,Não,Não,Não Investidor
3607,3373,n,5,Fundamental Incompleto,SIM,SIM,Não Investidor
15396,9762,m,2,Superior Completo,SIM,Não,Agressivo
24829,6500,f,1,Pós graduado,Não,SIM,Agressivo
8280,2798,n,3,Médio Completo,Não,Não,Conservador
2649,2229,m,5,Fundamental Completo,SIM,SIM,Não Investidor
1452,1231,n,2,Superior Incompleto,SIM,SIM,Conservador
10430,5445,f,2,Superior Incompleto,SIM,SIM,Moderado
3827,1273,m,2,Fundamental Incompleto,Não,Não,Não Investidor
1107,1079,f,5,Superior Completo,Não,SIM,Conservador
2932,2765,f,2,Médio Incompleto,SIM,Não,Não Investidor
5310,5239,f,3,Superior Incompleto,Não,Não,Conservador
10943,7328,m,2,Superior Incompleto,SIM,Não,Moderado
14601,8156,f,2,Superior Completo,SIM,SIM,Moderado
2701,2689,m,3,Médio Completo,Não,Não,Não Investidor
8315,6735,f,1,Pós graduado,Não,Não,Moderado
4902,2724,f,4,Médio Completo,Não,Não,Não Investidor
16612,7935,f,1,Pós graduado,Não,SIM,Agressivo
4921,3643,f,2,Superior Completo,SIM,SIM,Conservador
19818,7373,f,1,Pós graduado,SIM,SIM,Agressivo
17142,6005,f,2,Superior Completo,Não,SIM,Agressivo
4809,3780,f,4,Superior Completo,SIM,Não,Conservador
16051,6545,m,2,Superior Completo,SIM,SIM,Agressivo
9102,7238,f,4,Médio Completo,SIM,SIM,Conservador
2836,1312,m,3,Médio Incompleto,Não,Não,Não Investidor
22274,8770,f,3,Pós graduado,Não,Não,Agressivo
11198,6918,f,1,Superior Incompleto,Não,Não,Moderado
16034,8112,m,3,Pós graduado,SIM,SIM,Agressivo
6004,5787,n,3,Médio Completo,SIM,SIM,Conservador
1822,1207,m,3,Superior Incompleto,SIM,Não,Não Investidor
9736,1258,m,3,Pós graduado,SIM,Não,Conservador
24889,8132,n,3,Superior Completo,Não,SIM,Agressivo
4099,2603,m,2,Superior Incompleto,SIM,SIM,Conservador
4320,3916,f,3,Médio Incompleto,SIM,Não,Não Investidor
10306,9417,n,2,Superior Completo,Não,Não,Moderado
19860,7420,m,0,Superior Completo,Não,Não,Agressivo
3700,822,m,4,Superior Incompleto,SIM,SIM,Conservador
6686,6562,m,4,Pós graduado,SIM,Não,Conservador
7579,2933,m,2,Superior Completo,Não,SIM,Conservador
3815,1906,f,5,Médio Incompleto,Não,Não,Não Investidor
4658,4175,f,3,Médio Completo,Não,Não,Não Investidor
2686,2045,m,2,Superior Incompleto,Não,SIM,Não Investidor
4984,1906,f,3,Médio Completo,Não,Não,Não Investidor
20057,7937,n,0,Superior Completo,Não,SIM,Agressivo
3153,1203,f,4,Superior Incompleto,Não,Não,Não Investidor
20253,1339,f,1,Médio Completo,SIM,Não,Não Investidor
8265,7051,f,1,Superior Completo,Não,Não,Moderado
18508,6840,m,0,Pós graduado,SIM,Não,Agressivo
4839,4202,m,3,Fundamental Incompleto,Não,SIM,Não Investidor
13306,6389,m,1,Superior Incompleto,Não,SIM,Moderado
4430,3408,f,5,Médio Completo,Não,SIM,Não Investidor
15924,11063,m,2,Superior Incompleto,Não,Não,Moderado
3678,1724,f,2,Médio Completo,SIM,SIM,Conservador
14585,12539,m,1,Pós graduado,Não,Não,Moderado
4130,3169,f,2,Superior Incompleto,Não,SIM,Não Investidor
15977,5266,f,2,Superior Completo,Não,Não,Moderado
5863,4631,m,4,Superior Incompleto,Não,Não,Conservador
9950,1358,n,5,Médio Completo,SIM,SIM,Conservador
3556,1631,m,2,Superior Incompleto,Não,SIM,Conservador
19202,9418,m,2,Pós graduado,Não,Não,Agressivo
19793,8919,f,3,Pós graduado,SIM,Não,Agressivo
3280,1340,f,5,Fundamental Completo,SIM,SIM,Não Investidor
3097,1340,f,3,Médio Incompleto,Não,Não,Não Investidor
10326,8499,m,1,Superior Completo,SIM,Não,Moderado
5159,4226,f,4,Pós graduado,SIM,Não,Conservador
4849,1076,m,3,Pós graduado,SIM,Não,Conservador
1514,1132,m,2,Médio Completo,SIM,SIM,Não Investidor
16446,9225,m,1,Pós graduado,Não,Não,Agressivo
4906,2394,f,5,Superior Incompleto,SIM,Não,Conservador
4229,3678,m,5,Pós graduado,Não,SIM,Conservador
13266,3649,m,2,Superior Incompleto,SIM,SIM,Conservador
7477,2134,f,2,Pós graduado,Não,Não,Conservador
23963,6721,f,3,Superior Completo,SIM,SIM,Agressivo
3863,1201,n,2,Superior Completo,SIM,SIM,Conservador
4564,2425,m,2,Médio Completo,SIM,SIM,Não Investidor
9662,7424,m,2,Pós graduado,SIM,SIM,Moderado
4989,3028,m,5,Superior Incompleto,SIM,SIM,Não Investidor
9536,9347,f,4,Pós graduado,Não,Não,Conservador
1653,1135,f,3,Médio Incompleto,SIM,SIM,Não Investidor
7052,1401,m,3,Médio Completo,SIM,Não,Conservador
19757,13139,m,2,Médio Completo,SIM,Não,Agressivo
2687,1426,m,4,Médio Completo,SIM,Não,Não Investidor
23543,5131,n,3,Superior Completo,SIM,SIM,Agressivo
16483,6882,m,1,Superior Completo,SIM,Não,Moderado
11519,7372,f,2,Pós graduado,SIM,SIM,Moderado
15788,11786,f,1,Superior Completo,Não,Não,Moderado
19237,8746,m,3,Pós graduado,Não,SIM,Agressivo
5959,2878,m,3,Superior Incompleto,Não,Não,Conservador
13323,12352,m,1,Superior Incompleto,SIM,SIM,Moderado
17243,7352,m,2,Fundamental Incompleto,SIM,SIM,Conservador
19144,6936,m,2,Superior Completo,Não,Não,Agressivo
18269,8003,m,1,Superior Completo,Não,SIM,Agressivo
2671,1207,f,4,Fundamental Completo,SIM,SIM,Não Investidor
5321,2951,m,1,Superior Incompleto,SIM,Não,Moderado
9971,7247,f,2,Pós graduado,Não,Não,Moderado
1645,1415,m,4,Superior Completo,SIM,Não,Conservador
4247,2187,m,3,Médio Completo,SIM,Não,Não Investidor
4408,3376,m,5,Superior Completo,SIM,SIM,Conservador
4422,3293,m,5,Superior Incompleto,SIM,SIM,Conservador
22769,9674,f,3,Pós graduado,Não,SIM,Agressivo
16690,6480,f,2,Superior Completo,SIM,SIM,Agressivo
12668,5934,m,1,Superior Incompleto,SIM,SIM,Moderado
12812,9205,f,2,Superior Completo,Não,SIM,Moderado
2300,1120,f,3,Médio Completo,SIM,Não,Conservador
2326,2216,f,4,Fundamental Incompleto,SIM,Não,Não Investidor
2762,1309,f,5,Fundamental Completo,Não,Não,Não Investidor
4611,1381,n,2,Superior Completo,SIM,Não,Conservador
14086,8882,m,2,Superior Incompleto,Não,SIM,Moderado
13930,11795,f,2,Superior Completo,SIM,Não,Moderado
1103,1013,m,4,Médio Completo,Não,SIM,Não Investidor
1503,1102,m,4,Superior Incompleto,SIM,SIM,Conservador
16229,10098,m,1,Superior Completo,SIM,SIM,Moderado
10521,9239,f,2,Superior Completo,SIM,SIM,Moderado
16714,6383,m,1,Superior Completo,SIM,Não,Agressivo
23588,5103,m,2,Superior Completo,SIM,SIM,Agressivo
2603,2131,m,2,Superior Incompleto,SIM,Não,Não Investidor
4296,3205,f,3,Superior Incompleto,SIM,Não,Não Investidor
4371,3825,n,4,Superior Completo,SIM,SIM,Conservador
18693,9679,f,2,Pós graduado,SIM,Não,Agressivo
20047,8414,f,1,Pós graduado,SIM,Não,Agressivo
16365,7934,m,1,Pós graduado,Não,SIM,Agressivo
4896,2592,f,4,Superior Completo,Não,SIM,Conservador
2897,2542,m,4,Médio Completo,Não,SIM,Não Investidor
3977,3166,m,2,Médio Completo,SIM,SIM,Conservador
24775,8306,n,0,Pós graduado,SIM,Não,Agressivo
8960,4032,f,5,Pós graduado,SIM,SIM,Conservador
19783,6640,m,1,Pós graduado,SIM,SIM,Agressivo
1179,829,f,5,Superior Incompleto,Não,Não,Conservador
2904,2226,m,3,Superior Incompleto,SIM,SIM,Não Investidor
1952,1866,m,4,Superior Completo,Não,SIM,Conservador
8583,8072,f,1,Pós graduado,Não,SIM,Moderado
4459,2703,f,4,Superior Completo,SIM,SIM,Conservador
1579,1348,n,3,Médio Completo,SIM,SIM,Não Investidor
18486,8612,m,2,Pós graduado,Não,Não,Agressivo
10928,6903,m,1,Superior Incompleto,SIM,SIM,Moderado
20289,7174,f,0,Superior Completo,SIM,SIM,Agressivo
24205,5713,m,1,Pós graduado,Não,Não,Agressivo
8431,1931,m,2,Superior Completo,SIM,SIM,Conservador
22600,2445,n,3,Superior Incompleto,SIM,Não,Agressivo
1461,1267,f,2,Fundamental Incompleto,Não,SIM,Não Investidor
11838,9532,n,2,Pós graduado,Não,SIM,Moderado
12681,6398,m,1,Superior Completo,Não,SIM,Moderado
24652,8027,f,3,Pós graduado,Não,SIM,Agressivo
15818,6845,m,2,Pós graduado,SIM,Não,Moderado
1923,1205,f,3,Superior Incompleto,SIM,Não,Não Investidor
8658,5532,f,1,Superior Completo,Não,Não,Moderado
2614,1250,m,2,Médio Completo,Não,Não,Não Investidor
9730,6563,f,2,Pós graduado,Não,SIM,Conservador
5336,2406,m,2,Superior Incompleto,SIM,SIM,Conservador
4153,2062,m,5,Fundamental Incompleto,SIM,SIM,Não Investidor
5091,1247,f,2,Médio Completo,SIM,SIM,Não Investidor
20481,7044,f,2,Superior Completo,SIM,SIM,Agressivo
11464,9255,n,2,Pós graduado,Não,SIM,Moderado
16214,9854,m,2,Superior Completo,SIM,Não,Moderado
8426,7342,f,5,Médio Completo,Não,SIM,Conservador
20963,7438,m,0,Pós graduado,Não,SIM,Agressivo
15292,9130,m,2,Pós graduado,Não,Não,Moderado
24181,6283,m,0,Superior Completo,SIM,Não,Agressivo
16251,10803,n,1,Superior Incompleto,SIM,Não,Moderado
11946,5142,m,2,Pós graduado,Não,Não,Moderado
21414,8796,m,1,Superior Completo,Não,Não,Agressivo
8548,6623,m,2,Superior Incompleto,Não,Não,Conservador
6556,5928,m,4,Médio Completo,Não,Não,Conservador
3565,2351,m,2,Fundamental Incompleto,Não,Não,Não Investidor
21942,13328,f,5,Superior Completo,Não,SIM,Conservador
15715,7166,m,1,Superior Completo,SIM,SIM,Agressivo
4377,1421,m,3,Médio Incompleto,SIM,Não,Não Investidor
15425,8277,f,2,Pós graduado,Não,Não,Moderado
16325,5459,m,2,Superior Completo,SIM,Não,Agressivo
1365,1005,f,3,Superior Incompleto,Não,SIM,Conservador
3061,2979,n,5,Superior Completo,SIM,SIM,Conservador
22734,5591,m,2,Pós graduado,SIM,SIM,Agressivo
12334,11358,m,2,Superior Incompleto,SIM,Não,Moderado
6356,4168,f,5,Superior Completo,SIM,SIM,Conservador
10987,5068,m,1,Superior Incompleto,SIM,Não,Moderado
1209,1063,f,3,Superior Incompleto,SIM,SIM,Não Investidor
1463,1137,f,4,Médio Completo,SIM,Não,Conservador
1349,960,m,5,Superior Incompleto,SIM,Não,Conservador
13093,6943,f,2,Pós graduado,Não,SIM,Moderado
8542,5198,f,2,Superior Completo,SIM,Não,Moderado
1590,1442,m,2,Médio Completo,Não,Não,Não Investidor
2184,1425,f,5,Fundamental Completo,Não,SIM,Não Investidor
18625,8576,f,0,Superior Completo,Não,SIM,Agressivo
13784,7558,m,1,Superior Incompleto,Não,SIM,Moderado
21719,5048,n,0,Superior Incompleto,SIM,Não,Moderado
9277,3670,m,4,Pós graduado,SIM,Não,Conservador
3595,2199,m,5,Fundamental Completo,Não,SIM,Não Investidor
9405,7099,f,5,Superior Incompleto,Não,Não,Conservador
4320,2648,f,5,Superior Incompleto,Não,Não,Não Investidor
9711,1103,f,3,Superior Incompleto,SIM,Não,Conservador
6358,3814,f,4,Médio Completo,Não,Não,Agressivo
18570,5503,m,2,Superior Completo,Não,SIM,Agressivo
3567,1614,f,5,Fundamental Incompleto,SIM,SIM,Não Investidor
9058,7997,f,2,Pós graduado,SIM,SIM,Moderado
8807,5409,f,2,Superior Completo,SIM,Não,Moderado
13400,8713,m,1,Superior Incompleto,Não,Não,Moderado
1085,1040,m,4,Médio Incompleto,Não,Não,Não Investidor
14086,7583,m,2,Superior Completo,SIM,Não,Moderado
6481,4155,f,4,Médio Completo,Não,Não,Conservador
11741,9825,f,1,Superior Completo,Não,SIM,Moderado
16355,7546,f,3,Pós graduado,Não,Não,Agressivo
18774,5200,m,1,Superior Completo,Não,Não,Agressivo
15377,7786,m,1,Pós graduado,SIM,Não,Moderado
11627,9339,m,2,Superior Completo,Não,SIM,Moderado
3639,2876,f,4,Médio Completo,Não,Não,Não Investidor
12920,6270,f,2,Pós graduado,SIM,SIM,Moderado
12368,10827,f,1,Pós graduado,SIM,SIM,Moderado
4818,2981,m,4,Fundamental Incompleto,Não,SIM,Não Investidor
16632,11818,n,2,Pós graduado,SIM,SIM,Moderado
7354,5081,m,5,Superior Completo,SIM,Não,Conservador
15786,13933,f,1,Superior Incompleto,SIM,Não,Moderado
3267,2594,f,3,Médio Incompleto,Não,SIM,Não Investidor
12849,10956,m,3,Médio Incompleto,Não,Não,Conservador
3487,3377,m,3,Fundamental Incompleto,SIM,Não,Não Investidor
7766,4532,f,3,Pós graduado,Não,SIM,Conservador
16232,10032,f,1,Pós graduado,SIM,SIM,Moderado
15337,8871,m,3,Pós graduado,SIM,SIM,Agressivo
18178,8540,f,3,Pós graduado,Não,Não,Agressivo
21520,3143,f,2,Pós graduado,Não,SIM,Agressivo
4868,1955,m,4,Superior Incompleto,Não,Não,Não Investidor
8360,7433,m,2,Superior Incompleto,SIM,Não,Moderado
4901,4030,m,5,Médio Completo,Não,SIM,Não Investidor
6330,6106,f,4,Médio Completo,SIM,SIM,Conservador
4914,3401,f,4,Médio Incompleto,Não,SIM,Não Investidor
3642,2715,f,2,Superior Incompleto,SIM,SIM,Não Investidor
21927,6600,n,2,Pós graduado,SIM,SIM,Agressivo
1733,1391,m,5,Médio Completo,SIM,Não,Não Investidor
11424,5591,n,1,Superior Completo,Não,Não,Moderado
1526,849,m,2,Superior Completo,SIM,Não,Conservador
24834,18448,m,4,Superior Completo,SIM,SIM,Conservador
4989,3402,f,3,Médio Incompleto,SIM,Não,Não Investidor
2736,2519,m,4,Médio Completo,SIM,SIM,Não Investidor
17037,5076,m,0,Superior Completo,SIM,SIM,Agressivo
1727,862,m,2,Médio Completo,Não,Não,Conservador
1937,1911,f,2,Médio Completo,Não,SIM,Conservador
9845,5360,m,2,Superior Incompleto,Não,Não,Moderado
2828,2218,m,3,Médio Incompleto,Não,Não,Não Investidor
4097,2731,m,5,Fundamental Incompleto,Não,SIM,Não Investidor
22797,7489,f,0,Pós graduado,Não,SIM,Agressivo
19550,9319,m,2,Superior Completo,SIM,SIM,Agressivo
22044,3858,m,5,Médio Incompleto,Não,Não,Não Investidor
7109,4126,m,2,Médio Completo,Não,SIM,Conservador
21103,6431,f,0,Superior Completo,Não,Não,Agressivo
1773,1658,f,3,Fundamental Incompleto,Não,SIM,Não Investidor
19300,8743,f,4,Superior Completo,SIM,Não,Agressivo
9754,9294,m,1,Superior Incompleto,SIM,SIM,Moderado
20325,9953,f,3,Superior Completo,Não,Não,Agressivo
23976,9274,m,3,Pós graduado,Não,Não,Agressivo
7068,1386,m,3,Superior Completo,Não,Não,Conservador
2993,1175,m,3,Médio Completo,Não,SIM,Não Investidor
24041,9239,m,2,Superior Completo,Não,SIM,Agressivo
22245,7206,f,2,Superior Completo,SIM,Não,Agressivo
19363,5389,m,3,Superior Completo,Não,SIM,Agressivo
21233,5347,m,2,Superior Completo,SIM,SIM,Agressivo
16209,6283,m,0,Superior Completo,Não,SIM,Agressivo
14173,11912,m,2,Superior Completo,Não,SIM,Moderado
5348,1542,m,5,Pós graduado,SIM,Não,Conservador
3623,2151,f,3,Superior Incompleto,Não,SIM,Conservador
2512,1056,f,3,Médio Completo,SIM,SIM,Conservador
23898,5611,m,1,Superior Completo,SIM,Não,Agressivo
19454,9968,m,1,Pós graduado,Não,SIM,Agressivo
16914,6428,n,2,Superior Completo,Não,SIM,Agressivo
8378,8334,m,2,Pós graduado,Não,SIM,Moderado
16163,10175,m,1,Pós graduado,Não,SIM,Moderado
19167,9090,f,2,Superior Completo,Não,Não,Agressivo
18132,8361,f,1,Pós graduado,Não,Não,Agressivo
15136,8406,n,2,Pós graduado,Não,Não,Agressivo
5450,5087,m,2,Fundamental Completo,SIM,Não,Agressivo
1273,1056,m,5,Superior Incompleto,SIM,SIM,Não Investidor
21620,8937,m,1,Pós graduado,Não,SIM,Agressivo
10855,5403,m,2,Superior Completo,Não,Não,Moderado
16791,9194,m,2,Pós graduado,SIM,Não,Agressivo
9062,7127,m,5,Superior Incompleto,SIM,Não,Conservador
22946,9709,m,2,Pós graduado,SIM,SIM,Agressivo
4549,1972,m,3,Médio Completo,Não,Não,Conservador
14925,11514,m,2,Pós graduado,Não,SIM,Agressivo
14736,13282,m,2,Pós graduado,Não,SIM,Moderado
11428,8906,m,2,Superior Completo,SIM,SIM,Moderado
12308,5240,f,5,Fundamental Incompleto,SIM,Não,Moderado
8414,3221,m,5,Médio Completo,Não,SIM,Conservador
1053,983,f,3,Médio Completo,Não,SIM,Conservador
23771,8745,f,1,Pós graduado,Não,Não,Agressivo
6828,5593,f,2,Médio Completo,SIM,Não,Conservador
1046,849,f,2,Pós graduado,SIM,Não,Conservador
20112,5616,f,3,Superior Completo,Não,Não,Agressivo
15185,7821,f,0,Superior Completo,Não,SIM,Agressivo
3568,2980,f,2,Fundamental Incompleto,SIM,Não,Não Investidor
7140,3321,m,3,Pós graduado,Não,Não,Conservador
3127,1066,m,5,Pós graduado,SIM,SIM,Conservador
1857,871,f,3,Pós graduado,Não,SIM,Conservador
2691,2607,m,3,Fundamental Incompleto,SIM,SIM,Não Investidor
9242,7584,m,4,Superior Completo,SIM,Não,Conservador
9860,8631,m,1,Pós graduado,SIM,Não,Moderado
21921,9307,f,2,Superior Completo,Não,SIM,Agressivo
3418,2368,f,3,Fundamental Incompleto,Não,Não,Não Investidor
3886,3283,f,3,Médio Completo,Não,Não,Não Investidor
8184,2131,f,2,Superior Incompleto,SIM,SIM,Conservador
6538,3605,m,4,Pós graduado,Não,Não,Conservador
2597,1905,m,5,Médio Completo,SIM,SIM,Não Investidor
23344,8381,m,1,Pós graduado,Não,Não,Agressivo
8090,7393,m,1,Superior Incompleto,Não,Não,Moderado
8915,8880,m,2,Superior Incompleto,Não,Não,Moderado
23762,9066,f,3,Fundamental Completo,Não,Não,Não Investidor
19672,6236,m,1,Superior Completo,SIM,Não,Agressivo
15027,8902,m,2,Pós graduado,SIM,Não,Agressivo
2894,1797,f,3,Médio Incompleto,SIM,Não,Não Investidor
17406,8550,f,3,Pós graduado,Não,Não,Agressivo
8356,7850,f,2,Pós graduado,SIM,Não,Moderado
5883,4592,f,4,Médio Completo,SIM,Não,Conservador
7255,1477,m,2,Pós graduado,Não,Não,Conservador
23483,9634,n,3,Superior Completo,SIM,Não,Agressivo
23998,5138,m,3,Pós graduado,Não,Não,Agressivo
14993,9156,f,2,Pós graduado,Não,Não,Moderado
4296,1717,f,2,Pós graduado,SIM,Não,Conservador
17257,6796,f,0,Superior Completo,Não,SIM,Agressivo
2925,2636,n,2,Pós graduado,Não,SIM,Conservador
9608,6036,m,4,Superior Completo,Não,Não,Conservador
4332,3152,m,5,Médio Completo,Não,SIM,Não Investidor
14319,9783,m,2,Pós graduado,SIM,Não,Moderado
16666,8532,m,2,Superior Completo,SIM,Não,Agressivo
24266,7252,f,1,Superior Completo,SIM,Não,Agressivo
7498,936,f,3,Pós graduado,SIM,SIM,Conservador
6355,1766,m,5,Superior Incompleto,Não,Não,Conservador
10911,7170,m,4,Pós graduado,Não,SIM,Não Investidor
12005,9234,m,2,Superior Completo,Não,Não,Moderado
22465,7147,m,1,Superior Completo,Não,SIM,Agressivo
6336,1403,m,5,Pós graduado,SIM,SIM,Conservador
1879,1622,m,5,Médio Completo,Não,Não,Conservador
1806,1328,f,2,Médio Completo,SIM,Não,Não Investidor
16024,8998,f,2,Pós graduado,SIM,Não,Moderado
19244,6133,f,2,Superior Completo,Não,Não,Agressivo
11189,8406,f,1,Superior Incompleto,Não,SIM,Moderado
15846,8808,m,1,Superior Completo,SIM,SIM,Agressivo
4780,3579,m,2,Superior Completo,SIM,Não,Conservador
24948,6886,f,1,Superior Completo,Não,Não,Agressivo
3572,1379,m,5,Médio Incompleto,SIM,SIM,Não Investidor
3402,2935,n,3,Pós graduado,SIM,SIM,Conservador
3600,1445,m,4,Superior Incompleto,Não,SIM,Não Investidor
15301,8696,m,1,Pós graduado,Não,SIM,Moderado
17476,8769,m,1,Pós graduado,SIM,SIM,Agressivo
1273,1165,m,5,Superior Incompleto,Não,Não,Não Investidor
23382,7788,m,1,Pós graduado,SIM,SIM,Agressivo
21939,5380,n,0,Superior Completo,Não,SIM,Agressivo
16897,7473,n,0,Superior Completo,SIM,SIM,Agressivo
2966,2110,m,3,Pós graduado,SIM,Não,Conservador
7767,5068,m,3,Superior Completo,SIM,Não,Conservador
11147,8504,m,1,Superior Incompleto,SIM,Não,Moderado
19629,7123,f,1,Superior Completo,Não,SIM,Agressivo
21736,9917,f,3,Superior Completo,Não,SIM,Agressivo
4128,1970,f,5,Fundamental Completo,SIM,Não,Não Investidor
1933,1401,m,4,Fundamental Incompleto,Não,Não,Não Investidor
17672,5057,m,0,Superior Completo,Não,SIM,Agressivo
3256,1439,m,2,Médio Incompleto,Não,Não,Não Investidor
24313,7815,m,2,Pós graduado,Não,Não,Agressivo
3662,2943,m,4,Superior Incompleto,SIM,SIM,Não Investidor
7595,2688,m,5,Superior Incompleto,SIM,Não,Conservador
2311,1293,m,3,Superior Incompleto,Não,Não,Conservador
8938,8166,m,2,Pós graduado,Não,Não,Moderado
3298,3059,m,3,Superior Incompleto,Não,SIM,Conservador
23345,5016,f,2,Superior Completo,Não,Não,Agressivo
15652,15279,f,2,Pós graduado,Não,SIM,Moderado
13868,9305,n,2,Superior Incompleto,SIM,SIM,Moderado
11902,9333,f,1,Pós graduado,Não,Não,Moderado
1639,1231,f,2,Fundamental Incompleto,SIM,Não,Não Investidor
3226,1884,n,2,Médio Completo,SIM,SIM,Conservador
20373,5484,m,2,Superior Completo,Não,SIM,Agressivo
22457,5886,n,1,Superior Completo,SIM,Não,Agressivo
22409,12856,m,3,Superior Completo,Não,Não,Moderado
12793,8876,m,1,Superior Completo,SIM,SIM,Moderado
1365,915,m,5,Médio Completo,SIM,Não,Conservador
6055,4068,m,5,Médio Completo,Não,SIM,Agressivo
5699,5492,m,3,Pós graduado,SIM,SIM,Conservador
22796,7305,f,3,Pós graduado,SIM,SIM,Agressivo
16690,6111,f,3,Pós graduado,SIM,Não,Agressivo
8102,5968,m,4,Médio Completo,SIM,Não,Conservador
22888,7559,n,2,Pós graduado,SIM,Não,Agressivo
1000,996,f,3,Médio Completo,SIM,SIM,Não Investidor
3533,845,f,2,Superior Incompleto,Não,SIM,Conservador
1185,1142,m,5,Pós graduado,SIM,Não,Conservador
9319,8044,m,3,Superior Completo,SIM,Não,Conservador
9025,7463,f,3,Pós graduado,SIM,Não,Conservador
3609,2785,m,3,Superior Incompleto,Não,Não,Não Investidor
9175,6153,n,1,Superior Completo,Não,Não,Moderado
2195,1732,f,5,Superior Incompleto,Não,Não,Conservador
22565,7696,m,3,Superior Completo,SIM,SIM,Agressivo
3677,1437,m,3,Pós graduado,SIM,SIM,Conservador
16423,5667,m,1,Superior Completo,Não,Não,Moderado
4439,3786,m,3,Superior Incompleto,Não,Não,Não Investidor
19219,14661,m,0,Fundamental Completo,Não,Não,Não Investidor
4601,1755,f,2,Fundamental Completo,Não,Não,Não Investidor
8887,5485,m,1,Pós graduado,SIM,SIM,Moderado
22034,9744,n,2,Superior Completo,SIM,SIM,Agressivo
4544,1721,f,3,Médio Incompleto,Não,SIM,Não Investidor
10820,5388,m,2,Pós graduado,SIM,Não,Moderado
5094,4009,f,5,Médio Completo,Não,SIM,Conservador
3312,1528,m,2,Superior Completo,SIM,SIM,Conservador
23030,5319,f,1,Pós graduado,SIM,SIM,Agressivo
2129,2118,n,5,Médio Incompleto,SIM,SIM,Não Investidor
9493,8848,m,4,Pós graduado,SIM,SIM,Conservador
10920,7073,m,2,Superior Completo,SIM,SIM,Moderado
2510,1160,f,4,Médio Incompleto,SIM,Não,Não Investidor
10728,9185,m,1,Superior Completo,Não,SIM,Moderado
22933,5239,f,1,Pós graduado,SIM,SIM,Agressivo
3399,2232,m,4,Médio Incompleto,SIM,Não,Não Investidor
7220,2828,f,4,Pós graduado,Não,SIM,Conservador
8766,7710,n,2,Pós graduado,Não,SIM,Moderado
12937,5727,f,2,Pós graduado,Não,SIM,Moderado
10782,9013,f,1,Pós graduado,SIM,SIM,Moderado
4654,1673,m,2,Médio Completo,SIM,SIM,Conservador
15296,5607,m,1,Superior Completo,SIM,SIM,Moderado
20340,9050,m,1,Pós graduado,SIM,SIM,Agressivo
24323,6207,f,0,Pós graduado,Não,Não,Agressivo
11470,4333,f,0,Superior Incompleto,SIM,SIM,Não Investidor
3276,2943,n,2,Superior Incompleto,Não,SIM,Não Investidor
3263,3119,f,2,Fundamental Completo,Não,Não,Não Investidor
4196,3568,n,2,Pós graduado,SIM,Não,Conservador
16591,6470,m,1,Pós graduado,Não,SIM,Agressivo
16521,5889,f,1,Superior Completo,SIM,SIM,Agressivo
21954,6110,m,3,Superior Completo,SIM,Não,Agressivo
3991,1195,m,3,Fundamental Incompleto,SIM,Não,Não Investidor
17229,7346,f,3,Pós graduado,Não,SIM,Agressivo
2223,2083,f,3,Fundamental Incompleto,Não,Não,Não Investidor
7546,1992,n,3,Médio Completo,SIM,SIM,Conservador
2793,2561,m,2,Médio Completo,SIM,Não,Não Investidor
3919,3251,m,4,Superior Completo,SIM,Não,Conservador
5075,4335,n,4,Pós graduado,SIM,Não,Conservador
2602,1190,n,2,Médio Completo,SIM,SIM,Não Investidor
3049,2124,m,5,Médio Completo,SIM,SIM,Não Investidor
8339,7333,m,4,Superior Completo,Não,SIM,Conservador
9857,6152,n,5,Fundamental Completo,SIM,Não,Não Investidor
1778,1419,f,3,Fundamental Completo,SIM,SIM,Não Investidor
12786,11190,m,1,Pós graduado,Não,SIM,Moderado
4875,3858,m,3,Superior Incompleto,SIM,Não,Não Investidor
2823,2726,m,2,Superior Incompleto,Não,Não,Conservador
6294,2892,f,5,Superior Incompleto,Não,SIM,Conservador
4060,1524,m,3,Fundamental Completo,SIM,Não,Não Investidor
